"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.age","Answer.book","Answer.careful","Answer.comments","Answer.distraction","Answer.english","Answer.gender","Answer.grouptype","Answer.q1","Answer.q10","Answer.q11","Answer.q12","Answer.q13","Answer.q14","Answer.q15","Answer.q16","Answer.q17","Answer.q18","Answer.q19","Answer.q2","Answer.q20","Answer.q21","Answer.q22","Answer.q23","Answer.q24","Answer.q25","Answer.q26","Answer.q27","Answer.q28","Answer.q29","Answer.q3","Answer.q30","Answer.q31","Answer.q32","Answer.q33","Answer.q34","Answer.q35","Answer.q4","Answer.q5","Answer.q6","Answer.q7","Answer.q8","Answer.q9","Answer.qNum1","Answer.qNum10","Answer.qNum11","Answer.qNum12","Answer.qNum13","Answer.qNum14","Answer.qNum15","Answer.qNum16","Answer.qNum17","Answer.qNum18","Answer.qNum19","Answer.qNum2","Answer.qNum20","Answer.qNum21","Answer.qNum22","Answer.qNum23","Answer.qNum24","Answer.qNum25","Answer.qNum26","Answer.qNum27","Answer.qNum28","Answer.qNum29","Answer.qNum3","Answer.qNum30","Answer.qNum31","Answer.qNum32","Answer.qNum33","Answer.qNum34","Answer.qNum35","Answer.qNum4","Answer.qNum5","Answer.qNum6","Answer.qNum7","Answer.qNum8","Answer.qNum9","Approve","Reject"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","317HQ483I8YI5SJUXE01V9BX1NYNIL","A2G7N0X0PNX0EE","Submitted","Wed Mar 01 15:42:49 PST 2017","Wed Mar 01 15:50:41 PST 2017","Sat Mar 04 15:50:41 PST 2017","","","","472","0% (0/0)","0% (0/0)","0% (0/0)","30","on|on|on|on|on|on|on|on","5","{}","no","yes","male","0","4","3","5","3","2","5","4","3","3","4","1","1","5","5","5","4","5","5","1","1","4","1","3","1","4","1","4","3","1","5","2","4","3","4","2","qu41","qu39","qu88","qu35","qu58","qu33","qu81","qu74","qu78","qu45","tqu3","tqu7","qu87","qu17","qu44","qu63","tqu1","qu15","tqu6","tqu4","qu67","qu10","qu64","qu37","qu47","qu86","qu59","qu21","tqu2","tqu5","qu4","qu53","qu76","qu70","qu66"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","323Q6SJS8JM6L5VTT8Z3NS19ZJXFHD","A4J4GGMKJ68L0","Submitted","Wed Mar 01 15:42:25 PST 2017","Wed Mar 01 16:15:57 PST 2017","Sat Mar 04 16:15:57 PST 2017","","","","2012","0% (0/0)","0% (0/0)","0% (0/0)","25","","5","{}","no","yes","male","2","5","4","5","1","5","1","5","5","1","3","1","1","3","5","5","1","1","4","1","5","5","1","1","1","1","1","1","1","1","3","5","3","3","3","5","qu35","qu58","qu3","qu73","qu26","qu85","qu15","qu43","tqu4","qu56","qu75","qu65","qu10","tqu1","tqu5","qu70","qu72","qu23","tqu2","qu25","qu86","tqu3","qu71","qu66","qu60","qu28","tqu6","qu36","tqu7","qu79","qu39","qu62","qu44","qu38","qu83"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","3634BBTX0P06H06DZQHON42OZWCFI6","A1PTH9KTRO06EG","Submitted","Wed Mar 01 15:42:26 PST 2017","Wed Mar 01 15:53:36 PST 2017","Sat Mar 04 15:53:36 PST 2017","","","","670","0% (0/0)","0% (0/0)","0% (0/0)","22","","5","{}","no","yes","male","1","4","1","4","3","1","3","1","2","1","1","4","4","3","1","4","2","1","1","5","3","2","3","1","4","1","2","4","4","3","4","2","4","5","5","4","qu59","tqu6","qu63","qu18","tqu3","qu25","qu85","qu20","qu41","qu66","qu47","qu79","qu19","tqu2","qu26","qu76","tqu7","tqu4","qu86","qu30","qu44","qu60","tqu1","qu28","qu73","qu23","qu3","qu83","qu12","qu7","qu49","qu81","tqu5","qu84","qu31"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","39OWYR0EPLXS70LI383R9SWCPFAFYC","A1WISFBL3J5Z12","Submitted","Wed Mar 01 15:43:03 PST 2017","Wed Mar 01 16:18:46 PST 2017","Sat Mar 04 16:18:46 PST 2017","","","","2143","0% (0/0)","0% (0/0)","0% (0/0)","34","on|on|on|on|on|on|on|on","5","{}","no","yes","female","0","4","4","1","1","2","2","2","5","3","2","5","3","3","1","4","5","4","5","4","1","4","4","5","1","4","2","3","4","1","3","2","1","2","5","3","qu38","qu7","tqu2","qu76","qu9","qu17","qu80","tqu6","qu75","qu70","qu8","qu31","qu52","qu66","qu51","tqu5","qu48","qu79","qu21","tqu7","qu26","qu65","tqu1","qu69","qu35","qu30","qu11","qu63","tqu4","qu34","qu3","tqu3","qu78","qu22","qu19"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","3BGYGHDBBYQI5LGZMSHPG51I1WA22Y","AVD6HMIO1HLFI","Submitted","Wed Mar 01 15:42:56 PST 2017","Wed Mar 01 15:59:34 PST 2017","Sat Mar 04 15:59:34 PST 2017","","","","998","0% (0/0)","0% (0/0)","0% (0/0)","28","on|on|on|on|on|on|on|on","5","{}","no","yes","male","3","1","5","3","5","4","1","2","2","2","1","1","2","5","1","1","3","4","4","3","4","4","4","3","5","3","1","1","3","4","5","1","5","2","4","5","tqu3","qu30","qu19","qu23","qu42","tqu4","qu28","qu73","qu26","tqu2","qu14","qu10","qu41","tqu6","qu17","qu2","qu27","qu33","qu39","qu52","qu57","qu50","qu6","qu84","qu80","qu82","qu63","qu36","qu51","tqu5","tqu7","tqu1","qu46","qu13","qu79"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","3COPXFW7XCI9E8LVDWY5CEV5T6OKPP","A362CV8OOYJA6W","Submitted","Wed Mar 01 15:44:14 PST 2017","Wed Mar 01 16:11:58 PST 2017","Sat Mar 04 16:11:58 PST 2017","","","","1664","0% (0/0)","0% (0/0)","0% (0/0)","45","on|on|on|on|on|on|on|on","5","{}","no","yes","female","0","3","2","3","1","5","2","2","2","1","2","1","2","5","3","4","2","3","3","2","3","3","1","5","2","2","1","2","3","2","2","3","4","2","3","3","qu14","qu13","qu61","tqu3","tqu5","qu58","qu38","qu72","tqu2","qu11","tqu4","qu80","tqu1","qu63","qu32","qu82","qu33","qu8","qu35","qu31","qu78","tqu6","qu36","qu39","qu46","tqu7","qu75","qu19","qu42","qu86","qu25","qu59","qu3","qu55","qu6"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","3F0BG9B9MQTFS76CLP5FL0JVRRR7Y0","A20HZD952T4B2O","Submitted","Wed Mar 01 15:42:58 PST 2017","Wed Mar 01 15:51:07 PST 2017","Sat Mar 04 15:51:07 PST 2017","","","","489","0% (0/0)","0% (0/0)","0% (0/0)","198","","5","{}","no","yes","male","2","3","4","2","1","3","3","5","3","3","5","5","2","1","5","5","4","5","5","1","1","3","1","3","2","5","1","3","5","1","5","4","1","1","1","1","qu67","qu37","qu22","qu69","qu34","qu11","qu3","qu12","qu7","tqu5","qu47","tqu6","qu71","qu2","qu29","qu62","qu39","qu64","qu40","qu27","qu44","tqu7","qu30","qu72","tqu1","qu70","qu74","qu84","qu76","qu42","qu26","tqu3","tqu2","qu82","tqu4"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","3FIUS151DW8YZ9WDKMN3KDPKLYKGGE","A1H3TNUIQS76TM","Submitted","Wed Mar 01 15:43:45 PST 2017","Wed Mar 01 15:49:39 PST 2017","Sat Mar 04 15:49:39 PST 2017","","","","354","0% (0/0)","0% (0/0)","0% (0/0)","33","","5","{}","no","yes","male","1","4","2","4","5","1","3","1","1","3","4","1","2","5","5","4","1","4","2","5","1","1","4","1","1","5","5","3","1","5","1","5","3","1","2","3","qu34","qu16","qu1","qu77","qu82","qu83","qu14","tqu7","qu71","qu79","tqu3","qu20","qu46","qu74","qu28","qu13","qu11","qu24","qu59","qu85","qu75","qu15","tqu4","tqu2","tqu5","tqu1","qu54","tqu6","qu53","qu66","qu80","qu57","qu86","qu55","qu17"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","3I2PTA7R3U0UEKMAD9DUCJLFY2AKQG","A3HL65WT1I6OU1","Submitted","Wed Mar 01 15:42:33 PST 2017","Wed Mar 01 15:46:59 PST 2017","Sat Mar 04 15:46:59 PST 2017","","","","266","0% (0/0)","0% (0/0)","0% (0/0)","27","on","4","{}","yes","yes","male","3","5","3","1","4","4","1","5","5","4","2","3","3","3","4","1","3","3","4","3","5","4","4","2","1","3","1","5","2","1","4","4","5","4","3","5","qu43","qu57","tqu7","qu47","qu18","tqu2","qu25","qu77","qu45","tqu6","qu58","qu76","qu10","qu15","tqu3","qu4","qu46","qu17","qu37","tqu1","qu19","qu61","qu21","qu70","qu83","tqu4","qu87","qu71","qu86","qu84","qu35","tqu5","qu2","qu41","qu56"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","3JNQLM5FT5SO6727WYZUV10R7W1L26","AOROBXR5A300X","Submitted","Wed Mar 01 15:42:58 PST 2017","Wed Mar 01 15:50:42 PST 2017","Sat Mar 04 15:50:42 PST 2017","","","","464","0% (0/0)","0% (0/0)","0% (0/0)","22","","5","{}","no","yes","male","2","5","1","5","3","5","1","2","1","4","1","3","5","1","3","5","5","3","1","5","4","5","4","5","1","1","2","3","5","2","4","2","2","4","1","1","qu39","qu82","qu24","qu6","qu29","tqu6","qu4","tqu7","qu53","tqu4","qu48","qu58","qu16","qu28","qu34","qu2","qu65","tqu2","qu87","qu33","qu15","qu14","qu74","tqu3","qu44","qu55","qu12","tqu5","qu46","qu68","qu71","qu66","qu86","qu73","tqu1"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","3KMS4QQVK3WXNVW1ZT200KH1R01FKH","AAXX5LDVJ32F8","Submitted","Wed Mar 01 15:42:28 PST 2017","Wed Mar 01 15:49:54 PST 2017","Sat Mar 04 15:49:54 PST 2017","","","","446","0% (0/0)","0% (0/0)","0% (0/0)","44","on|on|on|on|on|on|on|on","5","{}","no","yes","male","0","3","2","1","5","2","1","2","4","4","3","2","2","2","1","5","5","2","5","2","1","2","3","4","1","5","4","2","1","5","4","1","1","1","5","1","qu58","qu82","tqu3","qu53","qu10","qu3","qu2","qu60","qu74","qu13","qu71","qu24","qu33","tqu6","tqu5","qu49","qu42","qu20","qu81","qu63","qu45","qu80","qu43","tqu7","qu50","qu9","qu79","qu6","qu76","qu57","tqu4","tqu2","qu32","tqu1","qu51"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","3KXIR214I5MS8ZVMQ60D9KYGLA624U","A26D2ZZKJW7BXR","Submitted","Wed Mar 01 15:43:01 PST 2017","Wed Mar 01 16:10:20 PST 2017","Sat Mar 04 16:10:20 PST 2017","","","","1639","0% (0/0)","0% (0/0)","0% (0/0)","45","","4","{}","no","yes","female","1","1","2","1","1","2","1","1","2","1","1","4","1","1","2","1","1","4","1","3","4","3","4","3","4","3","4","5","5","1","2","5","5","4","1","3","qu86","qu51","qu26","qu80","qu38","tqu7","qu67","qu9","qu4","tqu3","qu57","tqu6","qu32","qu12","qu84","tqu4","qu61","qu70","qu33","qu15","qu59","qu63","qu48","qu58","qu25","qu53","tqu5","qu79","tqu2","qu17","qu20","tqu1","qu30","qu75","qu7"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","3LRLIPTPERF2R4FTODG8MJ6AUKOAKZ","A33Z442WJQ8ADC","Submitted","Wed Mar 01 15:42:47 PST 2017","Wed Mar 01 15:47:08 PST 2017","Sat Mar 04 15:47:08 PST 2017","","","","261","0% (0/0)","0% (0/0)","0% (0/0)","26","","5","N/A KNOWLEDGEABLE SURVEY","yes","yes","male","1","4","3","4","4","4","3","4","4","3","3","4","4","5","4","4","4","5","3","3","4","4","3","4","4","4","4","3","4","4","3","4","3","4","3","4","qu54","qu55","qu42","qu46","tqu2","qu9","tqu5","qu36","tqu3","qu87","qu52","tqu6","qu23","tqu4","qu88","qu12","tqu1","qu29","qu57","qu19","qu51","qu58","tqu7","qu10","qu70","qu38","qu28","qu40","qu45","qu11","qu2","qu79","qu78","qu44","qu47"
"329E6HTMSW80LZIEPWWXARXLUS7K3P","3AHTORI2CV34PZX3WS54PVZPPZFHX0","Personality Survey ~7 mins","Answer 35 survey questions about yourself.","survey, demographics","$0.70","Wed Mar 01 15:41:58 PST 2017","30","BatchId:2708006;OriginalHitTemplateId:920937332;","3600","259200","Wed Mar 08 15:41:58 PST 2017","","","3PQMUDRV7SCQRR830YN9Q1FGFO4II0","A3OV174HQJIJK8","Submitted","Wed Mar 01 15:43:02 PST 2017","Wed Mar 01 15:51:15 PST 2017","Sat Mar 04 15:51:15 PST 2017","","","","493","0% (0/0)","0% (0/0)","0% (0/0)","43","","5","Thank you for letting me participate.","no","yes","male","2","2","3","5","4","3","1","1","5","5","4","4","4","5","1","4","3","3","3","1","3","1","3","1","2","4","2","3","4","3","4","3","3","1","1","2","qu82","qu61","qu23","qu29","qu26","qu14","tqu7","qu88","tqu5","qu44","qu28","qu81","tqu1","tqu6","qu59","qu54","qu11","qu12","tqu3","qu64","tqu4","qu20","tqu2","qu31","qu34","qu78","qu42","qu5","qu60","qu84","qu32","qu80","qu16","qu55","qu63"
